mp-1008626,0
mp-1008754,0
mp-1008927,0
mp-1024975,0
mp-1026493,0
mp-1027887,0
mp-1028174,0
mp-1028387,0
mp-1032172,0
mp-1032792,0
mp-1033034,0
mp-1034112,0
mp-1034860,0
mp-1035445,0
mp-1035892,0
mp-1036086,0
mp-1006115,0
mp-1016254,0
mp-1021672,0
mp-1025283,0
mp-1025343,0
mp-1027814,0
mp-1032475,0
mp-1032543,0
mp-1032879,0
mp-1033898,0
mp-1034998,0
mp-1035540,0
mp-1036838,0
mp-1037628,0
mp-1037733,0
mp-1043628,0
mp-1008929,0
mp-1018021,0
mp-1018664,0
mp-1025155,0
mp-1026487,0
mp-1026596,0
mp-1026862,0
mp-1026872,0
mp-1028015,0
mp-1028274,0
mp-1031196,0
mp-1032772,0
mp-1033070,0
mp-1035292,0
mp-1036615,0
mp-1037565,0
mp-1002223,0
mp-1023507,0
mp-1026898,0
mp-1026905,0
mp-1027996,0
mp-1028016,0
mp-1028103,0
mp-1028382,0
mp-1032037,0
mp-1034006,0
mp-1035541,0
mp-1035991,0
mp-1037464,0
mp-1063174,0
mp-1072633,0
mp-1080182,0
mp-1022045,0
mp-1025315,0
mp-1028338,0
mp-1028436,0
mp-1034717,0
mp-1036714,0
mp-1038879,0
mp-1045800,0
mp-1069083,0
mp-1078820,0
mp-1079691,0
mp-1080382,0
mp-1096950,0
mp-1097051,0
mp-1097372,0
mp-1097388,0
mp-1009079,0
mp-1018079,0
mp-1024068,0
mp-1027898,0
mp-1028062,0
mp-1031691,0
mp-1078746,0
mp-1079040,0
mp-1080249,0
mp-1080265,0
mp-1084794,0
mp-1093813,0
mp-1095238,0
mp-1096724,0
mp-1100490,0
mp-1100502,0
mp-1025341,0
mp-1026880,0
mp-1033099,0
mp-1034178,0
mp-1035145,0
mp-1037441,0
mp-1078107,0
mp-1078427,0
mp-1078772,0
mp-1079184,0
mp-1079860,0
mp-1080028,0
mp-1080427,0
mp-1080545,0
mp-1091393,0
mp-1093589,0
mp-1008682,0
mp-1009017,0
mp-1011375,0
mp-1026808,0
mp-1028005,0
mp-1028080,0
mp-1028089,0
mp-1028256,0
mp-1028304,0
mp-1032440,0
mp-1032493,0
mp-1032523,0
mp-1034054,0
mp-1034783,0
mp-1035080,0
mp-1035480,0
mp-1002224,0
mp-1002226,0
mp-1007663,0
mp-1007819,0
mp-1008865,0
