mp-1003322,-1
mp-1008511,-1
mp-1015811,-1
mp-1022188,-1
mp-1023047,-1
mp-1039008,-1
mp-1040806,-1
mp-1042970,-1
mp-1043607,-1
mp-1044634,-1
mp-1044893,-1
mp-1046346,-1
mp-1047836,-1
mp-1048345,-1
mp-1048678,-1
mp-1080321,-1
mp-1008727,-1
mp-1016119,-1
mp-1016617,-1
mp-1018940,-1
mp-1020594,-1
mp-1045601,-1
mp-1046030,-1
mp-10478,-1
mp-1048853,-1
mp-10528,-1
mp-1065301,-1
mp-1078766,-1
mp-1096264,-1
mp-1102021,-1
mp-1102217,-1
mp-1102473,-1
mp-1016604,-1
mp-1019738,-1
mp-1029659,-1
mp-1041621,-1
mp-1041927,-1
mp-1042262,-1
mp-1045459,-1
mp-1045901,-1
mp-1046020,-1
mp-1046181,-1
mp-1046246,-1
mp-1046351,-1
mp-1046436,-1
mp-1046918,-1
mp-1046980,-1
mp-1047952,-1
mp-1018125,-1
mp-1021703,-1
mp-1021712,-1
mp-1025340,-1
mp-1042375,-1
mp-1045998,-1
mp-1046176,-1
mp-1071768,-1
mp-1077485,-1
mp-1078184,-1
mp-1079768,-1
mp-1080857,-1
mp-1094134,-1
mp-1101455,-1
mp-1102664,-1
mp-1104206,-1
mp-1014565,-1
mp-1018727,-1
mp-1045475,-1
mp-1046282,-1
mp-1072185,-1
mp-1072381,-1
mp-1077251,-1
mp-1077429,-1
mp-1079406,-1
mp-1080386,-1
mp-1080854,-1
mp-1094096,-1
mp-1101043,-1
mp-1101709,-1
mp-1102762,-1
mp-1103421,-1
mp-1008702,-1
mp-1021168,-1
mp-1021320,-1
mp-1078186,-1
mp-1078515,-1
mp-1080313,-1
mp-1093685,-1
mp-1094087,-1
mp-1094191,-1
mp-1101597,-1
mp-1101725,-1
mp-1102728,-1
mp-1104290,-1
mp-1105701,-1
mp-1105936,-1
mp-1147600,-1
mp-1021737,-1
mp-1021760,-1
mp-1022074,-1
mp-1024049,-1
mp-1025421,-1
mp-1025431,-1
mp-1040809,-1
mp-1043526,-1
mp-1046683,-1
mp-1047054,-1
mp-1048906,-1
mp-1077001,-1
mp-1101492,-1
mp-1101530,-1
mp-1101598,-1
mp-1101698,-1
mp-1021571,-1
mp-1022084,-1
mp-1023001,-1
mp-1047348,-1
mp-1049277,-1
mp-1078873,-1
mp-1079698,-1
mp-1080858,-1
mp-1094458,-1
mp-1094480,-1
mp-1096730,-1
mp-1101971,-1
mp-1106326,-1
mp-1173735,-1
mp-1174348,-1
mp-1176619,-1
mp-1013794,-1
mp-1016106,-1
mp-1018665,-1
mp-1029835,-1
mp-1041004,-1
mp-1042240,-1
mp-1044657,-1
mp-1046091,-1
mp-1046101,-1
mp-1048637,-1
mp-1087502,-1
mp-1100989,-1
mp-1101229,-1
mp-1103970,-1
mp-1106174,-1
mp-11132,-1
mp-1016560,-1
mp-1021698,-1
mp-1023293,-1
mp-1025144,-1
mp-1025497,-1
mp-1040810,-1
mp-1041279,-1
mp-1042450,-1
mp-1042508,-1
mp-1042662,-1
mp-1042976,-1
mp-1043551,-1
mp-1043634,-1
mp-1043643,-1
mp-1044320,-1
mp-1044425,-1
mp-1021683,-1
mp-1021696,-1
mp-1021999,-1
mp-1042098,-1
mp-1046983,-1
mp-1070151,-1
mp-1079305,-1
mp-1094416,-1
mp-1102589,-1
mp-1103193,-1
mp-1103265,-1
mp-1103835,-1
mp-1105876,-1
mp-1154656,-1
mp-1173570,-1
mp-1173785,-1
mp-1003636,-1
mp-1018149,-1
mp-1041175,-1
mp-1045011,-1
mp-1045429,-1
mp-1045492,-1
mp-1077235,-1
mp-1078408,-1
mp-1079697,-1
mp-1094339,-1
mp-1101560,-1
mp-1103601,-1
mp-1105020,-1
mp-1105401,-1
mp-1106250,-1
mp-1106263,-1
mp-10298,-1
mp-1041848,-1
mp-1043567,-1
mp-1044247,-1
mp-1045403,-1
mp-1071863,-1
mp-1078584,-1
mp-1093878,-1
mp-1094918,-1
mp-1096899,-1
mp-1097499,-1
mp-1147605,-1
mp-11634,-1
mp-11764,-1
mp-1184017,-1
mp-1187478,-1
mp-1025545,-1
mp-1040470,-1
mp-1043579,-1
mp-1046096,-1
mp-1047145,-1
mp-1076020,-1
mp-1079582,-1
mp-1101212,-1
mp-1103093,-1
mp-1103651,-1
mp-1119,-1
mp-1147637,-1
mp-1173233,-1
mp-1176362,-1
mp-1176457,-1
mp-1176928,-1
mp-1019266,-1
mp-1022588,-1
mp-1025320,-1
mp-1029257,-1
mp-1029801,-1
mp-1042144,-1
mp-1047025,-1
mp-1048076,-1
mp-1055905,-1
mp-1078782,-1
mp-1080579,-1
mp-10935,-1
mp-1094421,-1
mp-1101477,-1
mp-1103883,-1
mp-1103932,-1
mp-1018683,-1
mp-1025277,-1
mp-1025339,-1
mp-1044100,-1
mp-1046197,-1
mp-1046652,-1
mp-1047047,-1
mp-1076048,-1
mp-1079203,-1
mp-1094013,-1
mp-1101878,-1
mp-1102490,-1
mp-1102613,-1
mp-1173809,-1
mp-1174119,-1
mp-1174322,-1
mp-1006258,-1
mp-1013577,-1
mp-1041065,-1
mp-1042016,-1
mp-1043235,-1
mp-1045129,-1
mp-1046497,-1
mp-1071567,-1
mp-1075928,-1
mp-1076545,-1
mp-1101432,-1
mp-1106177,-1
mp-1106239,-1
mp-1147673,-1
mp-1173534,-1
mp-1173622,-1
mp-1018697,-1
mp-1022070,-1
mp-1025128,-1
mp-1041198,-1
mp-1042811,-1
mp-1045558,-1
mp-1046275,-1
mp-1049207,-1
mp-1079308,-1
mp-1080132,-1
mp-1096959,-1
mp-1097253,-1
mp-1101328,-1
mp-1102095,-1
mp-11025,-1
mp-1102944,-1
mp-1018663,-1
mp-1022090,-1
mp-1023482,-1
mp-1025034,-1
mp-1042815,-1
mp-1044783,-1
mp-1046434,-1
mp-1046926,-1
mp-1048300,-1
mp-1071492,-1
mp-1078473,-1
mp-1079450,-1
mp-1080709,-1
mp-1087492,-1
mp-1094388,-1
